sentence,emotion
2 năm xa nhà rồi tao đéo được đi ????. năm sau nhất định đi,4
có những ngày làm tới đâu là sai tới đó :)) muốn tát vào mặt hết sức,5
"per nhớ ngày tháng cta bên nhau ghê , giờ thì chả còn gì",5
thành phần nào cũng có :)) ăn hiếp con gái :)) thua cả súc sinh,1
lò vi sóng đó hjhj,2
đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,3
không nỡ bỏ đi mấy thứ linh tinh thời đi học,4
chưa cho ba mẹ được gì . vậy có quyền gì mà đòi phàn nàn về những thứ ba mẹ đã rành rụng bao nhiêu năm để lại cho mình,5
per đợt này tao đi học full . nên để mấy hnua rảnh tao alo nha 😂😂,4
"từ nhỏ tới lớn đi học toàn ngồi chung bàn với nam , toàn phải đương đầu chiến đấu với vạch phấn chia đôi bàn ghế . 🤣🤣",2
mày là con bé gái bố mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy =))),1
cái thứ súc vật,1
"đúng rồi , vàng là phải vàng mới có giá trị , vàng trắng làm gì có giá trị 😥",5
thế mới làm nên nghiệp lớn chứ,2
ảo tưởng là đây 😞,1
đúng bài của người việt thường dùng rồi,4
họ đã cho ta có mặt ở trên cột đời này rồi còn gì bằng nữa chứ,2
cả tết được có 400k :(,5
bắt được rồi cho bọn này đi chết đi để chúng nó sốn rồi làm hại người khác,0
rất tiếc cho 1 bài quyền,5
wao đáng yêuc vậy chời ơiiii,6
có đéo gì mà kì thích thì đi . xin lỗi hơi thô 😊,1
đề kháng của tao với mọi loại thính rồi cơ 😂,2
ý anh là đụ em xong có con rồi ct á hả :vậy,1
vậy là xử xong rồi đó hả ? nhanh dữ,6
tao cũng muốn học vẽ lắm :( cơ mà không có điều kiện để đi học,5
má nhay :)),1
hiền thì hiền thật đấy cơ mà quá ngưỡng nhịn thì bùng phát thôi 🙂,4
bất hạnh qué gì . trung thu thì liên quan mẹ gì đến việc có gấu . tào lao,1
sao lại ga lăng z được ta,6
per chịu khó đọc trong này cũng được phết,4
đây là một câu chuyện buồn 🙁,5
"bọn tàu copy kịch bản phương tây , chắc bữa sau lại có mấy video make in việt nam như vậy và kịch bản tàu haha",2
"giờ nghĩ lại mới thấy vui thế , đến nay bạn bè lập gia đình cả rồi :(((",5
"có thể trường học không trọng dụng bác ý nên bác ý không muốn về , ý kiến riêng em",4
chuyên mục chọc chó cực mạnh à nhầm mèo kk,2
giọng mình thì như tát vào mặt người nghe,1
per tạo hóa thật đáng sợ :))))),3
hôm nay bạn đi làm . tiền đâu mà mua 😌,5
"không được uống đã đành , ngồi dọn sấp mặt luôn , như con cáo và chùm nho xanh per",5
sai còn không biết sửa còn thích giận lại . cút hộ,0
"đau lòng vãi . cứ tưởng là đùa . ai ngờ , bồ nhau thiệt . ơ . tớ có sừng không",5
vừa thấy thương vừa buồn cười vãi :))))))),2
sở khanh như boss chịu liền .. đẹp trai quá trời ui,2
chính những người như thế họ rất cẩn trọng khi bật xi nhan đấy,3
video này là để động viên mấy đứa chán đời và cuộc sống này rất nhạt ahihi,1
chiều mưa hứa tự sẽ tự đi mua đôi giầy mới 😂,2
"cái khó ló cái khôn , yên tâm",4
à thì ra là vậy,6
ng anh em thiện lành đã rời việt nam . sayy goodbye 🌸,4
cần lắm những sẻ chia . cần lắm những thấu hiểu,5
người ta chỉ hỏi hàng tháng bạn kiếm được bao nhiêu tiền chứ không hỏi công việc của bạn có làm cho bạn mệt nhiều không,4
khi em nói 2 chữ muốn dừng là nước mắt không bao giờ ngưng . . . đau,5
ngưỡng mộ anh chị,2
t còn được nghỉ 1 tuần :)))),2
t cười đấy . thế tao thả haha nhé . mà dume đấy là cháu tao . thế bây giờ không có icon vừa khóc vừa cười à :]],2
"lúc trước tao đi thực tập cũng có làm bên dọn phòng được 1 tháng . đm kinh khủng lắm tụi bay , rác xả thì đéo nói nha , bcs vứt ngay trên giường :) dume sao chơi xong đéo nhét vào mồm ăn mẹ đi cho rồi",1
tao coi xong tao khóc .,5
thà chia tay rồi ghét hận nhau còn hơn là đang lúc dang dở thì mất nhau 🙂,5
xem mà rơi nói chuyện mắt khi ăn luôn 😭😭😢,5
đồng nai mùa chim nướng yên xe kaka,2
con nhà người ta kbh làm bố mẹ mình thất vọng 😪,4
ờ công nhận đáng sợ vãi 😭,3
khiếp quá đi tụi con ơi,3
có ai thấy tội ông cụ như tao không 😭,5
tao thề từ giờ đến cuối năm mà tao không lấy được vợ thì tao quyết định sag năm lấy 😊,2
"per chị mày đánh lộn từ đầu làng đến cuối xóm thì cần chi bọn con trai , nhưng nhìn bọn nó dễ thương hén",2
có thể cấp phép những phim bạo lực . kinh dị nước ngoài . nhưng động phim nhà có chút bạo lực và máu me là cấm vì không đúng thuần phong mỹ tục,1
hãm lol thật sự 😒,0
giống y bố tao 🤣 ngoa khủng khiếp nhưng mà nhà tao vui vãi_chưởng 🤣🤣. điểm danh nhà bố học giỏi văn nào 🤦🏻‍♀️,2
anh nói vậy với em lần nửa đi 🙃,4
không hiểu sao xem đi xem lại bao nhiêu lần vẫn khóc được,5
ad hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? ad hỏi thế này là hơi coi thường chị em đó 🤨,0
cục súc thiệt :)))),1
đợi chắc sang kiếp sau luôn quá 😂,4
lấy ống hút mỗi đứa cắm xuống mà hút thôi :)),2
có ý định nhai hết hộp kẹo điểm danh đi 😌😌,4
nam thần tự do,4
chúng ta mất 3s để nói yêu nhau vài 30p để phịch nhau phải không nào,2
ông thầy cục súc vãi lol,1
vâng em gặp anh rồi mà giờ đây em vẫn cô đơn đi lang thang tìm những thứ vô nghĩa lấp vào nỗi cô đơn ấy,5
câu chuyện y ́ nghi ̃ anh qua ́,2
ngày xưa mìh cũng thế . dume thấy mấy ông đứng đầu đường nhòm nhòm cũng phải lượn qua cái :)),2
đúng là vàng trắng .. nhưng mà trắng tay :(((,5
"m ngon m giết tao luôn đi , má mày",0
lâu quá rồi mới nghe lại bài này . từ lúc ctay mối tình đầu :((,5
khổ tâm ghê =)),5
những điều đơn giản nhưng thật hạnh phúc 😘,2
cũng muốn đi xem lắm 😭,5
"kết hôn xong , anh thuê người giết cô để lấy tiền bảo hiểm 😌",4
gia đình ổn tình yêu không có thì cần gì động lực ... kaka,2
anh tây này đáng yêu chết được cứ tiếng tuy hoà phú yên ma học đi nhá ☺️☺️,2
con mèo cục xúc nhất năm :3,1
xem phim cười gần chết . mà thích cái bạn ma nữ hơn là na bong,2
đằng này họ nghĩ tao muốn giết người rồi chửi tao bị thần kinh rồi cho trôi qua mọi chuyện,5
chờ mãi đéo thấy làm gì chán,0
ngồi cười như dại =))),2
"chó đẻ , khốn nạn vậy mà cũng đi rao giảng đạo đức , đi dạy người khác 😭😭😭😭",0
đm nhậu say gặp cái cầu lol này chắc tao nằm xuống mẹ cho rồi per,3
"nắng nóng bỏ moẹ , dội chút cho mát thôi mà",4
phải biết thiên thời địa lợi nhân hòa 😐😐,4
per mẹ copy đây làm bố tưởng nay mày hiểu đời văn chương hơn,1
thân thiện thôi mà cứ ảo tưởng được thích à ? :>>,1
bọn chưa tiến hoá hết này ... cặn bã,1
per mày này . nhưng mà lúc già sắp chết 😕,5
vl :)) còn đút tay túi áo ??,6
"thôi không níu giữ kí ức xa vời , và chẳng bao giờ thuộc về nơi em",5
chúng mày bị điên à 😒,1
"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi",5
đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . kề dao vào cổ yêu không hả . gật đầu lia lịa thế là yêu 🤣🤣🤣🤣🤣🤣,2
page bị hack rồi . video hay nhất mình từg xem,2
"mưa rồi , chỗ tao đang mưa",4
per mày cũng có tình yêu từ nơi đây phải không ?,4
nhìn kinh 😌,1
nhìn lại nhớ một thời oanh liệt nay còn đâu 😴 đề bao năm vẫn như vậy . vẫn thích nhất là câu 4 hình học 😊,2
"mà hiệu quả bất ngờ quá , quá đỉnh .",2
ủa rồi ra nắm xe tải kéo ra như kéo xe đồ chơi dị ba,4
từ bé đến giờ mình chưa bao giờ xếp được 1 cái rubic nào thế mà cu nhóc kia xếp xong trong vài giây ! xấu hổ quá,5
quá kinh ngạc phá được mọi loại khóa luôn 😑😑😑,6
phòng gym nơi những thằng gay yêu nhau và thông đít nhau :v,1
mười mấy năm nữa tao cũng sẽ đạt kỉ lục thôi 😂😂😂,2
anh thích em rồi đấy 😂,2
thay đổi cái đau đầu luôn,4
cũng chả biết tại sao luôn ...,4
có cả chiêu của per trong đấu trường thú nè :))),2
đi chơi mẹ tao cũng không tha cho tao :) chửi tao làm mất buổi vui luôn á,5
nhớ lúc trước tao cũng có học quyền và múa tứ linh đao bay thẳng vào trán . :),5
per đúng là hồi tđ vẫn một rổ cười mỗi ngày ha =)))),2
số tiền ấy làm phước cho bao nhiêu người . đúng la dư thừa,1
có đồng nghiệp đáng yêuc thì sếp có khó tánh mình vẫn cảm thấy vui rất nhiều . nhớ những ngày tháng đéo thèm tăng ca đi ăn bất chấp,2
thế thì nó lại tốt quá,2
má tao coi mà chóng mặt ... cầu này rồi dành cho chân ngắn như tao chắc,4
mặt dày lại ôm cứng ngắt cho chị . 😆,2
per bếp lò xo huyền thoại của ngoại hay nấu nè,2
muốn được đi một lần 😆😆😆,2
bo ̣ n na ̀ y cho đi tu ̀ hê ́ tao,0
thì ra nó là như này à,6
đang họp nhớ gì không nhớ nhớ cái bếp,4
hay cực,2
dume tao vừa mất 2 phút nhãm nhất cuộc đời tao 😒😒😒,0
per hãy gặp nhau nói bằng mồm từ tỏ tình đến chia tay để không bị cap gửi cho hội chị em =)))))))),1
có sáng tạo :)),2
khi bạn sai mà không muốn đền thì cách tốt nhất nên dọa đối thủ thật mạnh vào @@,4
"tao thì đéo phân biệt đâu là gà đâu là vịt , đâu là nhãn đâu là vải . ????????",4
mắt 2 mí dễ thương quá,2
s mà nằm viện mà chị đẹp quá vậy,6
huhu đéo muốn đi học đâu,5
thực ra chủ nó cũng bẩn vãi :) vầy quá kinh dị rồi :),3
hiểu lầm chút chút,4
lại thanh niên quay phim khúc cuối ra hỏi chị ơi chị có sao không,4
hay à ngheng,2
ngày ấy chỉ vì quá ngu ngơ mà để lạc mất .,5
"giỏi mà 😁, đúng là thằng tây duy nhất ở vn học tiếng việt mà giọng tuy hoà ( giỏi )🤩",2
t thua cả đứa con nít nữa ám ảnh vãi,5
eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi,0
per bảo này mày không được đi chơi đêm nhé,4
chủ như này lại chăm làm vãi =)),2
"ngày đéo nào cũng đòi người yêu , sinh nhật bác hồ hay quốc khánh cũng đéo thấy tha 😕",0
móe . con nhện . cười đau cả ruột .,2
coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v,2
trai đẹp nó yêu nhâu hết rồi các chế ơi ... tranh thủ quơ được thằng nào quơ đi không thì hết đó kkkk,2
dễ thương hết sức ??,2
ô ông này vẫn còn làm video à :v,6
bố mẹ cho ta đx tồn tại trên cuộc đời này biết nhận thức thì tự đi lên từ đôi tay của mình nhé 😘,2
anh chơi ác quá,1
phần còn lại là nỗi nhớ và những lần thở dài :((,5
chắc tao đấm chết mẹ nó quá 😠😠,0
per mình đi xem phim này nha em ơi,2
từ ngày ra trường là chưa về,4
"mọe , chúng mày có thôi đi không ? :)",0
bố khỉ chó chứ kphai người -.-,1
1 lũ hèn bỏ mẹ mấy đứa nó cũng thế,1
per thay vì đọc chuyện ma thì mày có thể coi hết video này :)),4
cay vãi lồn,0
per wow 😂 cảnh bắt nhện kịch tính vãi,6
per đáng sợ quá,3
"per lắp đi , chứ tốn tiền điện thoại lắm",4
viện nào nhìn đẹp thế,6
định share cho mấy bạn trong list fr thêm động lực mà đọc bình luận xong đến tao còn thấy tụt mood 😌,1
làm nghề không có tâm 🙂,1
"xong vài tháng sau thằng bạn chung lớp chửi mình chảnh , bố đời .",1
việt nam học tây chỗ này đây trách gì giờ toàn cô trò rủ nhau vào nhà nghỉ,1
giọng nghe hay quá,6
có tiền mua cả cây nhỉ,6
những người nhập cho các chau ăn thịt bẩn đó họ có còn là con người nũa không ? vì tiền mà họ để lương tao bị cho cắm mất rồi . lũ khốn nạn,0
trước gầy giả gái xinh . giờ béo lên ông mặc cái váy như tra tấn cái váy .,1
nghe lại mà nhớ những ngày tháng say đắm trong nỗi cô đơn,5
đáng yêu thế bà đẹp gê,2
nhìn đẹp quá đi mất,2
nhói lòng lớp tôi,5
khổ thân em nó . ??,5
"sau khi kết hôn , anh sẽ thuê người giết cô để hưởng trọn tiền bảo hiểm 😌",3
giá mà thằng lái xe ngồi trong xe oto trông xe thì tốt biết mấy !,4
dẻo phết ... nhưng mà cái gì dẻo quá cũng không tốt ...😄,4
"năm nào bố tao cũng đi , năm nào cũng về kể là đông quá cả tiếng mới nhích được 10m mà năm sau vẫn cứ đúng ngày bố tao lại đi vậy đó =))",2
per câu chuyện này thú vị nhỉ ?,2
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",1
cưng hết phần thiên hạ,2
cười vui vãi,2
có mà ngược lại ... thời thế thay đổi rồi,4
tài sản thời bao cấp ...,4
tưởng tượng như vừa lắp não thì lại rớt ... đại loại như vậy đó 🤣🤣🤣,4
hay lắm chàng trai trẻ,2
nhưng những người làm trong các ngành này không mấy ai có nhiều nhà to và nhiều đất đai,4
ăn gì khôn thế,6
tiên sư bố mày vỡ màn hình tao rồu,0
áo xinh thế .. cho tớ mượn đi tiệc nhé !,2
per hả dạ ghê mày !,2
mày làm tao buồn đó per ??,5
ai cho xin bài nhạc helo đi :)),4
giá như nơi nào cũng có 1 đội như vậy thì những người đi khuya xe hư đỡ khổ biết bao . thật là hành động đáng chia sẻ,2
chuẩn bị kiểm tra hình huhu :((,5
em vẫn nhớ cái bếp này kkk,2
bọn này phải cho nó thưởng thức dống như nó đã làm với cây bao nhiêu cây thì bấy nhiêu mũi,0
7 năm rồi . nhanh quá,6
rụng tim 😭,5
admin đăng mà không nghi nguồn ở đâu ra đúng là ăn cắp bản quyền,1
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂",1
chưa chi đã để thua từ hình ảnh này . thua,1
một cái vẫy tay đầy luyến tiếc từ cuộc họp tới đất nước việt nam,5
cũng đừng nghĩ là những người ân cần nhẹ nhàng với mày là tốt . xã hội bây giờ không tin bố con thằng nào được,4
mỉa mai cực mạnh =)),2
chưa bao giờ bắn trúng 😬,5
trừ chết ra thì mọi chuyện đều có thể giải quyết 💪,4
🙂 thanh xuân của em đã từng có khoảng time tươi đẹp,2
"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày",0
mai tao cũng đi ship mới được . có bài này áp dụng luôn .,2
vũ khí sinh học này mạnh thật !,6
"chồng biết không , hihi",2
per vợ thích bếp ga mini hay loại bếp ga đôi nào 😂😂😂😂,4
giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ,4
"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mớii có lửa 😌",4
giờ mới biết =)),2
per hôm nay tới lượt đứa nào nấu cơm,4
dm kiện cho đi tù chết mẹ đi,0
mặt con ngáo còn hiền hơn con đứng trên cây cột,1
chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(,5
ng ta cuối cùng thì cũng được còn tôi thì never 😞,5
dễ thương vãi =))),2
cô chủ nhiệm óc chó quá,1
mấy thằng vô học,1
chuột nhìn thấy mèo sợ là đúng rồi =)),2
hè về chỉ thích ăn cái này .,2
per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não,2
qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂,2
chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??,4
"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",3
quá ý nghĩa . mình trẻ mà chắc gì làm được vậy,5
"thôi , bớt bớt đi không có ngày lại thiệt thân , nguyên 1 cái vỉa hè rộng thênh thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo lực với nữ",1
trời ơi . dễ thương quá luôn ❤️❤️,2
cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂,4
đcm ngôn tình vãiiii,2
rồi đất nước mình sẽ đi về đâu .:'(,5
thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn,4
"chịu hay không không quan trọng , quan trọng là không có ai lấy",5
"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời",4
ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .,5
dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,1
không thuộc kịch bản chuẩn mẹ rồi,4
khi đời quá mệt mỏi . đi tìm 1 chút drama,4
chỉ là nóng quá tắm cho mát thôi mà,4
cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người,2
per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu,2
trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm,1
"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy",1
"mày đấy , đừng làm tao đau đầu thêm",1
thật không thể tin được,6
có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,3
truyện thật đây này . đang đi bình thường qua đoạn cầu giấy anh csgt thổi lại “ gạt chân chống lên em . anh nhắc nhỉ thôi . đi đi “ 😂 hú hồn,2
nhìn như nó muốn dẫn nhỏ đó đi đâu ấy,4
ổng đang chán ai tán yêuc luôn 😂😂,2
camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi,1
"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁",2
"cưng vậy trời , anh cho em xin ảnh nha ạ",2
"bà này đéo gặp mình nhỉ , đọ luôn",4
"tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa , tạo hóa ghẻ lạnh . chán đời :)))))",5
biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn,1
thông minh :v,2
bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,0
"ôi đời vẫn là chịu không nỗi đời mà , chán",5
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :),2
per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :),0
"nên nhớ chẳng có cơn giận nào chẳng bùng nỗ , chỉ là nó đang bị nén lại .",4
"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa",1
người yêu tao bỏ tao rồi :(,5
giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :)))),2
đâu phải ai muốn thích tao cũng được đâu,2
hạnh phúc thật :)),2
bọn này lại muốn nổi rồi !,4
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂,4
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,4
ủa chuyển biến bất ngờ vậy,6
"quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa , véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc",0
dume đáng yêu vãi để tao vào chăm mày,4
nghe tiếng ăn tợp tợp ám ảnh quá,1
thử im lặng xem như nào,4
thôi mình nói đùa đấy :(,5
ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à,1
bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế,2
"hôm bữa 2 bình siro dâu thấy tiếc , nay bình mật ong còn tiếc hơn",5
không làm gì cũng thành fan cứng là sao ?,6
đoạn nộp bài kiểm tra mới tức cười ông thầy :)),2
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",4
có ai xem xong không sợ với không giật mình như tao không @@,2
per wow,6
anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được,1
gần có tiền để mua,4
dễ thở hơn so với đề văn sáng nay 😂😂😂,2
tao đã làm theo video này và kết quả là .... thôi cán bộ kêu tao quét dọn rồi quét xong tao kể tiếp,4
""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ hội ... anh chắc chắn vẫn tặng em đoá hồng đẹp nhất """,2
ko phải để xé giấy ak ?,6
chúc mừng,2
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,5
xem ra giá cả và chất lượng mà không oke thì không ổn ...,4
ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️,5
có chuyện gì thê bố . bố đừng làm con sợ :((,3
lêu lêu mày :)) đồ con chó không có mẹ ẳm :)),1
đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),4
bộ phim đáng xem đó mấy man,2
per quan trọng là phải có hội nói sấu sếp :v,4
bà nuốt quả chuối tao cười tao ẻ,2
😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,5
tao đa khóc khi xem phim này 😭😭😭😭😭,5
"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an",2
thương nhau còn chả hết dỗi nhau làm chi 😂,2
đéo bao giờ luôn :),1
"câu này lên "" nhanh như chớp "" được nờ 🤣",2
ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .,1
yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,5
ngứa mắt lắm à nhen,0
phìm này rất rất hay đôi với ai sống hướng nội !,2
e vừa bị điện cao thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .,3
đây là kiểu tự tay bóp dái nè,4
tận cùng của tan vỡ ah có biết là gì không ?,5
gặp tao thì tao khinh,1
"năm ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ",4
quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà,4
"per hay đó bro , trừ điểm bro chưa bao ăn :)) - 10",5
mất trật tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ huynh vô nói trao đổi có cần phải bắt quỳ trước lớp z không như z khác nào chà đạp lòng tự trọng của nó .,0
moá hồi hợp chờ main thắng ai dè thua bởi cái mông huhu,5
mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,4
toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,1
buồn vì mình không giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ,5
per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂,4
"câu chốt .... "" chuyện cổ tích per "".... thôi tao quỳ ...",1
"chán đời các thanh niên , dơ nhục chứ hay ho đéo gì",1
"nhìn 1 hồi thấy quen quen , ai ngờ đúng thật :)))))))",6
"những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược lại ắt thành công ????",2
lại cho lên chơi với các cụ 😌😌😌,4
không muốn yêu ai cả,3
bộ cuối nhìn đau lòng thật :(,5
động lực của phan con gái,2
đẹp không,4
ý nghĩa và đáng suy ngẫm thật,2
chó đã biết chê cứt,1
sợ vãi linh hồn 😞,3
đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush 😂 ngóng nó đến mức cổ dài ra hẳn mấy cái 😂,2
đúng vậy dù có mệt mà đồng nghiệp nhiệt tình vui vẻ là cùng muốn đi hoài,2
cái ông aamir khan đóng phim nao cũng hay và ý nghia het,2
rồi chưng ngắn như tao sao nhảy qua 😿,5
"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi",1
vỉa hè rộng thênh thang mà nhỉ,4
bếp dầu ngày xưa thật ý nghĩa,2
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,5
giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃,2
nhìn ghét nhỉ :)),1
tao chả nhớ ngày tháng năm sinh của mẹ tao và ngược lại :((,5
em ấy còn cười được chứng tỏ em rất mạnh mẽ,2
lấy rơm nấu cơm và cái kết,4
có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :))),1
hư hỏg cả thế hệ,1
cảm ơn . anh .,2
mất tiền khôn cũng đáng mà .,2
"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em",2
per nơi tình yêu bắt đầu kìa bao nhiêu,4
đúng cát bà rồiii ~,2
"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi",3
tao đau lòng quá,5
ồ ra thế . tớ sẽ lưu ý :)) mong sẽ có cơ hội sờ nó . nhìn như cục bông í uwu,6
xem giải trí thật,2
giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm,2
đã ngu lại con tỏ ra nguy hiểm .,1
giống tao . nhưng cô ấy có hiểu đâu,5
uất quá anh ấy cũng phản ứng cãi lại . hì hì đáng yêu quá,2
nhà tao có nhưng nó rỉ sét hết rồi :((,5
người mất dậy thật thì không bao giờ cảm thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm hành tinh chuẩn mẹ rồi .,0
hồi bé bị ghiền mùi này :)))),2
lạy ông nào nghĩ ra kịch này !!!,2
thấy tội nó ghê ????,5
"thiệt là cao minh , hahaaa",2
tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,4
tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra,4
dĩa bay . trả lại để tôi về,4
"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓",2
per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞,5
ỏ đáng yêu =))),2
hết hồn . sợ quá nhỉ . nhạt !,1
chắc phát khóc mất 😭,5
những người thương tôi không phải buồn vì tôi mà là tự hào vì tôi,2
"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng , cả một nền kinh tế nói chung ,,,,",1
cười ỉa thánh nào làm video này,2
bài này quen quen,4
rất nguy hiểm,3
nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?,5
tội quá . thương em,5
mập mà xinh nó sẽ khác mập và xấu - _ -,1
đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu,4
mỗi mùa trung thu đến nhìn người ta mua bánh tặng nhau mình lại thấy chạnh lòng ! 😞,5
khác xưa thật mà,4
