sentence,emotion
ko như thằng per năm ấy ngồi cạnh tao một hai không cho chép bài thi ! đm,0
tuổi gì so với anh ! :) haha,2
"nó gieo cho tao mầm hi vọng , hi vọng vừa chớm nở nó đạp xẹp lép sự hi vọng bằg sự lặng im",5
bỏ tù hết lũ xả thải như thế này đi,0
chữ tao từ lớp 3 đã kiểu như thế nào và còn đẹp hơn nhé .,2
dume nó hết con mẹ nó hồn ....😭😭😭😭,3
14 / 2 năm ngoái tao mọc sừng . nên 14 / 2 năm nay tao quyết định cưa sừng 😊,2
đm trí tuệ vãi,2
thấy tội em thỏ bị ăn đòn tới tấp,5
một bài dịch hay,2
giọng cute phết,2
mày độc ác vãi,1
ở đây chúng tôi không làm thế,4
uầy . ngọt thế ??????,2
mỗi lần chào cờ :)) đậu má dth vãi :v,2
lâu quá rồi không nghe,4
sẽ được toại nguyện thôi . yên tâm .,4
"à , thì ra là nó dỗ mình 😂",6
dth quá haha,2
bớt rung động đời bớt suy nghĩ,4
tóm lại gọi là nghệt thuật của kinh doanh là bán lỗ ho nhanh,4
"mấy thằng con nào sủa câu "" công việc thì chịu đi than cái lol "" thì dume tụi bây sau này ráng làm giàu làm chủ nha con chứ nghèo thì con cái tụi bây phải đi làm thuê làm mướn gặp hoàn cảnh tương tự rồi tụi nó quay lại chửi vô mặt cha mẹ nó là chúng mày thì nhục lắm nha con .",1
per một thời nè 😃,2
"má gần nhà có nuôi 1 cặp ngày nào đi ngang nó nhìn thấy nó quay đầu bỏ chạy , con gì mà dữ thấy mẹ hà",3
cái kết hay nhất là đuổi khỏi dòng họ tiếp theo nhàm quá,1
định share mà đọc bình luận tắt con mẹ nó cảm xúc :(((((,5
thật là một sự mỉa mai,4
tao đang cố un crush nhưng khi xem xong video trên thì ..........( khóc không ra nước mắt ),5
lúc mày vui thì sao :))) những lúc buồn hãy nghĩ lại trước kia vui sướng !,2
anh ơi :3 hôm nay em thích anh chơi game và đi ngủ sớm đấy :3 đừng đi chơi với gái :<,4
ai ngu như mày,1
per bị phạt 10tr à c 🤣🤣,2
xem mấy lần rồi vẫn thấy hay,2
đơn giản mà mấy ai làm được .... ngưỡng mộ,2
hạnh phúc ghê,2
vớ vẩn :)))),1
nt thêm cái dạ vâng thấy quý vãi,2
:) đàn ông mà nặng tình vãi lol ra,5
loài vật đang dần dần có trí khôn và hành động như một con người còn một số người thì đang tiến hóa ngược :v,1
khiếp quá có đẹp đẽ gì đâu chứ ?,1
"dù chỉ để nhìn 1 cái , để biết người ấy vẫn ổn , người ấy còn tồn tại . ít nhất là nv 😔",5
biết đâu mưa xuống ổng ấy lại hết ngáo ??????,4
"phải chi có ai đối với tao như này ha . nghĩ lại , mình không bằng cả chó . aiyo ....",5
tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn,3
tao rất thích nhạc trung từ giai điệu đến ý nghĩa rất hay 😁😁😁,2
"đứng nhất tại trừ phí nhiều chứ khỉ gì . mới lãnh lương xong là trừ , không đki dịch vụ gì hết mà tháng nào cũng trừ , tới lúc cần giải quyết ra đợi cả buổi , rồi lại hẹn cả tuần .",0
làm phục vụ xong 4 tháng đi hà nội 1 lần chỉ để gặp người yêu xong giờ thì mới biết là nó cắm nguyên cây sừng lên đầu mình,5
thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?,0
trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn :vv,2
"chúg mày cứ bảo nhắn thêm , tao thấy mày nhắn chữ dạ vâng là đã thấy đáng yêu rồi :)))",2
con đũy ngổng ngáo,1
add xem ảnh ngoài đời chưa mà nói dume,1
có người sinh ra đã giàu có người làm cực khổ cũng không thể giàu . thương ông,5
cho hỏi ngu tí là tiền bồi thươ ̀ người mấy vụ án oan lấy ra từ đâu vậy ??,6
tên thì tất nhiên nhớ nhưng ngày sinh của tao thì ông bà bô nhà tao không một ai nhớ cả ^^,5
câu chuyện vui ha =]],2
sao em này lại xinh vậy ?,6
đáng yêu mà sợ gì,2
không hiểu lắm,4
"tao chả thấy cười ở cái đoạn buồi nào cả , sắp đến đoạn hay tí lại ngắt cmnl",1
chúc trump chuyến bay thật may mắn nhớ tới thăm hà nội nhé xin chào,2
"gặp tao , tao ré cái hoảng mất :(( đáng sợ qué",3
có đứa nào giống tao vào đọc bình luận để biết cái này là cái gì không .?,4
"này hai đứa , đã đi niềng răng chưa , chưa thì đi niềng đi rồi quay lại nhé nhởn ra cười như hai đứa thần kinh nhé",1
"sai nhé ! không phải trầm cảm đâu . thứ đó , kinh khủng hơn rất nhiều",4
lò bếp dầu một thời nè gì per,4
khi nhỏ còn bị nghiện mùi khói này nữa chớ . 😄,2
lâu lắm rồi mới nghe lại bài này 😀,2
phim này xem rồi ý nghĩa vài,2
khi đang xây cầu mà bị rút bớt kinh phí !,4
ít nhất con nhện nó còn yêu mày 🙂🙂🙂,2
tao bẻ cổ mày luôn ấy,0
"đm 3 tiếng đi được 20m , đéo biết bao giờ mới về đến nhà",1
dell hiểu phí cái con cặc gì =))) cái tỷ lệ mặt này .,1
mày chặt một tay đi cho dễ nhớ,4
khoảng gần chục năm về trước thì còn vàng trắng .... giờ thì bán còn không đủ không đủ để trả công nữa là,5
1 chút vị cay pha thêm 1 chút vị đắng nhưng đôi khi cũng có chút ngọt ngào,4
tình yêu là lời nói dối của 1 thằng khùng được tin bởi 1 con ngu 🤣🤣,1
má 2 thằng áo vàng lầy ghê 😂,4
bộ phim truyền cảm hứng hay nhất =),2
cái kết có hậu quá :)),2
mặt hài vãi chưởng =)))),2
câu chuyện thật cục súc :),1
"em sẽ mãi không biết có lúc tôi gọi chỉ để nghe câu "" ai vậy ?""",5
per kinh nghiệm nha,2
bếp dầu lại nhớ thời sinh viên,4
"các bạn đừng dạy người giàu đặc biệt ( đàn ông ) cách khoan dung và của chồng công vợ . qua bao nhiêu bài tìm hiểu . chị vợ rất thâm !!! tuy mình là phụ nữ , nhưng đọc qua nhiều bài mới nể phục anh vũ . và cảm thấy sự khinh bỉ đâu đó dành cho c thảo , dù c tài năng đến đâu nhưng c tham thì thâm mọi người sẽ không bao giờ ủng hộ c .",1
người ta thật thà phết,2
chàng trai vàng trong làng bấm biển =))),2
sao không thây lên báo nhỉ,4
lần sau mua mấy con vít gỗ 2cm lém gần bánh :)) lần sau sợ ngay :)),4
ai sẽ chở tớ đi đâyy,4
không may thụt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,3
nhìn ông với bà chất hơn thanh niên bây giờ,2
per đồng nghiệp tốt giúp ta dễ vào nhà thương điên kkkk,2
"thứ hãm lol , trêu vô duyên vãi , xấu mặt dân tao",1
per vẽ đẹp cũng có thú vui của nó mày :)),2
"ngày xưa nuôi mấy con mèo . đêm hôm nó cứ lựa lúc cửa mở là chạy đi chơi mất . những lần nó không về buồn thối ruột , tối cứ mở cửa để đợi tiếng meo meo 😥",5
xem cả chục lần vẫn thấy hạnh phúc lây với cụ bà 😊 không biết mai sau mình có được vậy không,2
phim này rất hay . tình cảm nhẹ nhàng . toàn zai đẹp . hehe,2
per thế mà cháu tôi không biết chơi 😭😭,5
là nhân duyên trời ban cớ sao chẳng thành đôi :(,5
per c . bị tinh thần đi xem đi 👻,2
đáng yêuc quad 🤤🤤🤤,2
thu nhập bình quân chứ không phải thu nhập của nhân viên nào cũng thế 😏,4
tốt nhất là không nên mang điện thoại theo người,4
dume sởn gai ốc 😭,3
"chả lẽ không không cô bắt học sinh quỳ như thế à ... bây giờ vài bọn “ học giả ” cứ rả rích là thầy cô không giáo dục học trò chỉ đăm đăm vào dạy , lúc thầy cô “ dạy ” thì lại rôm rả về đạo đức nghề giáo ... ôi thôi ... đủ các thể loại",1
"đẹp quá mày , còn không cho tao xin ít",2
mày nghĩ mày cản được tao à ? :)),4
thế là dấu ấn lịch sử và hình tượng thằng gù nhà thờ đức bà của nước pháp đã thành tàn tro :(,5
mày cứ đái ra võng là lần sau vợ mày sẽ rút kinh nghiệm,1
dkm bọn này thất đức thật,0
add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂😂😂,2
cảm giác lúc đấy mình quá đáng vãi ra,1
nghe quả tên nó đã khét vãi rồi . :))),2
mình cũng có con mèo đực nuôi được 1 năm thì nó biệt tích 1 năm sau nó về rồi 1 năm sau thì nó mất .... buồn,5
per cứ chuẩn bị tiền đi hú là tôi đi,4
ui mấy ông tướng men nì từ bé luôn nhỉ . đáng yêuc chết được 🥰🥰🥰,6
quá đáng !,0
cái này thì ai chả đau lòng trời,5
hay lắm,2
thế này lại thành xây nhà cho nhà hàng xóm rồi 😰,5
"nhiều nước quá , lấy bát về múc nước ra thêm tí đường vào là có 1 bát nước gạo ngon lành",2
"phải nói thằng lái xe đỗ quá thể , sau vụ này chắc sẽ khôn ra nhiều",1
"xem tới xem lui không biết bao nhiêu lần , nhưng đều có cùng cảm xúc mỗi lần xem lại . một bộ phim tuyệt vời 👍",2
"tàn nhẫn thế nào , là khi mình trao họ hết hy vọng rồi họ lại dập tắt đi nó",5
có tiến bộ ! kkk,2
chờ một ngày tao ưu tú rồi mọi thứ sẽ tự tìm đến với ta,4
t định thả sad nhưng đọc bình luận buồn cười vailon 😂 nên thả hahaa :v,2
quá nguy hiểm . chúng nó có thể đang đùa cợt với mày đấy,4
"người ta đi trước cả ý nghĩ của ông rồi đừng dậy người ta , phải tự hào chứ",1
buồn thế nhỉ . t mới mua con per chưa nổi 1 năm . thế này thì biết sống sao 😨😨,5
phải thế mới hết thối được,4
thấy cái thèm ts quá,2
nếu diễn viên chính trẻ hơn đẹp hơn đang yêuc hơn thì mình sẽ xem haizz,4
dm cưng vlll =))),2
"quan trọng là lòng tin , bạn bè mình một số người mình đã mất lòng tin thì đừng bao giờ nói chuyện tiền nong . khâm phục anh",2
dm . đồ dạo này lắm tạp chất hay s í nó đéo phê nhg mà vẫn bị ngáo,3
chỉ khổ thân bọn trẻ thôi đau sót lắm,5
chứ sao mày không ngủ mà kêu tao ngủ,4
mấy con bò nó nhột nó lại cắn cho giờ,4
tao sẽ chỉ tự an ủi là đấy chỉ có trong phim truỵên ngôn tình :),5
dume sự nghiệp vứt đi đâu,4
t mà bị như này thì chắc tao chết luôn c ạ 😂😂 per,3
lại cái trò đéo cho đỗ ???,0
"hăm hở đón nhận tất cả , thậm chí là nỗi buồn , nếu điều ấy khiến việc tồn tại của bạn mang một hương vị đáng nhớ ...",5
đôi mắt to quá,6
buồn dễ sợ mà huhu,5
thú vị vậy =)),2
giống tao thế nhỉ ! 😑😑,6
nói chuyện như người yêu ??,2
toàn bọn lùn haizz,1
"per mày nhìn thành long hồi này có thấy giống mặt anh chung nhung hồi xưa không :))))). thề luôn , tao thấy giống vãi 🤣",2
thôi chết . thế thì tao đứt dây thần kinh gây cười rồi,4
tao lại lấy mỡ đè chết mày bây giờ,0
"rất thích g7 hồi từ 2012 trở lại , có lẽ sẽ uống lại trung nguyên :)",2
chuỗi ngày tủi nhục cũng từ đó mà bắt đầu,5
per hihi nhớ không,2
con cháu thằng nào ra đường mà không dạy thế,1
chắc là không sợ chó ha,4
tks admin ... tôi muốn tìm phim này lâu rồi mà không nhớ tên phim ... tks admin nhiều,2
thính hơn chó động 1 tí là kêu inh ỏi điếc cả tai . đuổi thì đuổi dai 😒,0
lạy chúa con còn lứa tuổi học sinh,4
đó là 1 câu chuyện buồn 😤,5
"nhìn cảnh này mình nhớ lại cảnh ông ngoại mình đứng ngay quan tài bà ngoại khóc nức nở . bà đi rồi để ông ở lại một mình , đau lòng quá",5
"bánh tráng trộn năm đó ở roai ờ ti , ruột đau như cắt nói chuyện mắt đầm đìa đền thg dưa gang cốc dưa hấu kem chi per",5
bây thấy nó vô lý vãi lol không ?,1
chuẩn con mẹ nó cơm oy 😂😂😂,2
ngày xưa mẹ tao dạy ở miền núi . năm tao học lớp 3 lần đầu tiên lên trường với mẹ . đaumoa mấy con ngỗng mất dạy rượt tao leo lên cây phượng cao chót vót cả tiếng không dám xuống .,3
đúng rồi . tất cả chỉ là lừa dối thôi . nhớ nhé ..,1
mày chuẩn bị ra rìa rồi con,4
"chứ tao mà viết đến giờ chắc dày lắm , nhiều đứa bị lôi vào sổ ghi nợ lắm :d",4
xem 1 lần rồi thôi !!,4
cắt tóc xong rùi gội đầu xong tóc còn ướt ý nhìn đẹp trai lắm luôn ý,2
"sau 1 thời còm men dạo khắp muôn nơi , cháu đã lên được fan cứng rất rất cứng 😆😆",2
ông lại tự phức tạp hóa vấn đề lên thôi :v,4
"mất 1 phút để say mê một người , một giờ để thích một người và một ngày để yêu một người nhưng có thể lại mất một đời để quên đi hình bóng ấy . đấy là câu xạo lol trong ngôn tình thôi chứ tin thế đéo nào được",1
hạnh phúc . mà hạnh phúc của đàn ông thì khó nói lắm . kaka,2
tripod dựng cao lên để chụp thì thần kinh chỗ nào :) dume ghép video đếu xem mà chèn tiêu đề như con cặc ấy,1
thấy ớn,1
mấy bọn thả chó không rọ mõm gây hại cho người khác phải bị chó cắn mới thích đáng per,1
"đó là do bạn ngu , đéo biết chọn chỗ viết",1
"giờ đây chúng ta , những con người của ngày ấy giờ không còn nữa ... những lời nói về mai sau nhưng ta đâu ngờ sau này chúng ta càng trở lên xa lạ",5
ngại gì thế vừa nhanh vừa tiện,4
nhà anh có cơ to nhưng óc anh bằng quả nho !!,1
bếp dầu vặn tim rồi chăm lửa nó mới cháy nha chỉ cho mấy đứa không bit sài,4
không biết thật mà hix .,5
về nhà thể hiển nhé chú em,1
"per anh nào nhắn vậy là tao yêuc luôn đéo suy nghĩ , ngọt vãi",2
lỗi là do phụ huynh . nên đừng gây áp lực cho mấy em trẻ,1
"sai rõ rồi , bếp công cộng nào cũng phải có lưu mẫu chứ . nếu không lưu thì lại vi phạm thì xử cái đó",1
"đang lười quá nè , làm sao để bớt lười",4
đẹp quá 😆 vi diệu,6
"đến lúc yêu nhạt cực :) tao thề ! kiểu chán chán , muốn quay về đơn phương hơn",5
ngiu tao cắt tóc xong nhìn như cặc . phải để tầm nữa tháng sau nhìn mới nung trở lại,1
có lẽ chỉ là con tốt thí thân cho cả bầy bụng phệ phía sau,1
nghèo mà đi tập huấn sang chảnh ??,1
tao toàn bạn gái mà sao vẫn tưng tửng nhể ???,5
vậy cứ mở mồm chó ra đổ thừa trung quốc . toàn mình giết mình,0
"cấm đỗ thì gọi phường hay thanh tra giao thông xuống cẩu đi , chứ đường nhà chủ thớt bỏ tiền mua chắc ??????",1
"cái dòng ế mà dễ dãi , hứ tao khinh",1
xem lâu rồi giờ xem lại vẫn buồn cười,2
"còn giữ 2 cái đĩa cổ này luôn á , ghê hông",2
quen với quên rồi thì hết đau thôi mà,5
anh này còn phim pk nữa rất hay và ý nghĩa,2
"cả phim trừ anh dv chính ra thì thấy anh này là đáng yêu nhất , dù nhìn hơi hâm hâm tý",2
mua mà không được phát tán virut bán ra chợ đen thì mua để mà tế ah .,1
cẩn thận quá cô ơi,4
muốn nhanh thì phải từ từ =))))),2
nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂😂😂,4
đang có phong trào tế trượt chân bể bình hả,4
có khi nào là chủ tịch giả vờ không ?,4
một giây rung động con tim :))))),2
này làm mình liên tưởng tới hoá,4
"thích hôn , thèm hôn ư ư ...",2
"nhớ lúc nhỏ tao và nó mỗi đứa 1 đường đi không ai đá động gì đến nó mà dume tao đang đi nó chạy sang đá cho tao mấy phát , dume đúng là đồ hoạ mi điên ... 🌚🌚 thứ độg vật không thể nào yêu thương nổi ...",1
"nhìn mặt đã thấy tởm , lũ thầy cô trong trường biết còn trêu chọc các em . rặt một lũ cặn bã , súc sinh .",0
"tự nhiên chơi với con trai cái bị kêu không đàng quàng , con gái gì kỳ vậy , lại còn nhiều bồ , đi với ai cũng nghĩ là bồ . mệt thiệt chứ",0
tao ho rụng hết tóc rồi 😭,5
tưởng đàng hoàng cho chơi chung ai dè bạn xấu,1
per bit cái nay không . hihi,2
vừa lên dốc thấy crush cười =)),2
kiếp trước sống lỗi quá nên kiếp này nghiệp quật :((,5
kkk tao chọn anh đầu tiên,2
lol :) dume nhảm nhí,1
thằng hack game nó gặp trùm cuối rồi 😭😭 truyện đến đây là kết thúc sao 😭,5
lúc đầu tao còn tưởng thật ấy chứ,4
rất chi là chờ đợi 🙄,4
chị em mình giờ nói ít thôi haha,2
per rồi sẽ có 1 ngày vừa cười tao vừa kể chuyện khiến tao rơi nước mắt,5
ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),3
em ấy đang ở đâu ạ,4
gọi gọi người ra cái lờ ! gặp bố đập mày lun cho rảnh lol nhá,0
"giả bộ vô tình gặp nhìn lén rồi đi , lại còn tìm hiểu cả gia phả người ta nữa chứ ... một thời ngu ngốc đáng yêu .",2
nghe lần 3 đéo thấy hay,1
ủa sao biết ??,6
dume cà rốt bố đéo thèm nhé !,0
nhạt hơn tao,1
tao hiểu cảm giác đó,4
anh thật máu lửa 🤣🤣🤣,6
"per vì ss thích coi nặn mụn , c cũng ráng coi hết và cái kết có hậu 😂😂",2
bọn fa sẽ nói tao lấy ảnh mạng cho mà xem,1
bắt võng nằm cho sướng,2
đúng là khổ trước sướng sau thế mới giàu =))),2
nói thiệt là 10 người thanh hoá hết 9 người chả ra gì ...,1
đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc :)),2
bọn công ty nào vậy mọi người cùng nhau lên xiên cho bọn nó mỗi đứa vài phát,0
"có thể là ngày mai , tháng sau , cuối năm , sang năm hoặc 30 tuổi :))) khi nào có tình yêu .",4
dume mấy con nhãi danh . 😒,0
mình còn chưa được nắm tay,5
boss dễ thương vãi lúa,2
"nhà nuôi 1 cặp ngỗng kêu thì ôi thôi điếc tai luôn . chạy xe thì cứ canh ngay đầu xe mà nhào ra mổ , dí hơn cả chó nữa",4
mặt thằng mèo khó ở vãi,1
hỏng xe và phải đền tầu hỏa . có thể phải đi tù nếu gây hậu quả nghiêm trọng . đầu đất là có thật . 😔😔😔😔,1
2 năm rồi và đã kết thúc rồi,5
ngáo cỏ này đáng yêu nhỉ,2
ấm áp vãi .,2
per được đi thi chưa babe 😂,2
mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền lành 🤔🤔🤔,4
"cảm ơn các em , tuổi học sinh lắm nghịch ngợm nhưng có lòng yêu thương con vật nhỏ bé đã giúp bé cún được sống 😘😘",2
dume cười muốn chết người ta ~~,2
ngày xưa có 1 cái,2
dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ????,0
"kaka bạn này best bán hành luôn kaka . bó tay . miệng nói một đường , não nghỉ một lối",1
"đm buồn cười đéo chịu được , đặc vụ nằm vùng đi xe đạp thì đuổi sao kịp mấy th lol đi xe máy 🙄",2
"con sâu làm rầu nồi canh , tuyệt đối không có chuyện ....",1
đứng trụ điện mới lạ chứ,6
bọn tiếp tay cho kẻ giết người,1
"cho phải công bằng , nếu không anh chị em không hoà thuận ...",4
rồi rủi gặp phải thằng người yêu con kia cục súc nó lại xiên cả đám :),4
cái này mình thấy ở ngoài đường người ta diễn nhiều lắm . nay chỗ này mai chỗ khác à . nhìn thấy riết rồi cũng nhạt cái mặt ra,1
đi mà ngửi nách nhau à ? mua được cái cây về đến nhà còn trơ cọng,1
quá ẩu vay mà bỏ tù người ta tân 7nam giờ đền 200tr . quá tội cho chị ấy còn những thằng kia thi quá tồi ...,1
ngu . vào quán uống nước lúc nào thích đi thì gọi bạn mang mũ bảo hiểm tới,1
"đều do lòng tham và sự ngu dốt của cá nhân gây ra , ngu cũng ngu vừa thôi .",1
đùa chứ cái tầm nghịch ngu này cho vào trại giáo dưỡng mấy tháng cũng được,1
cần lắm những nhà tuyển dụng như vầy :)))),2
crush mới thích ảnh tao mà tao đã . nghĩ đến chuyện đặt tên con rồi,2
vl đánh đòn hic :))))),5
"tui đây vừa vô phòng thì con vợ mặt trắng bóc nhảy ra đây , tưởng là ma",3
nhìn vậy nhớ ông ngoại quá 😞,5
:) cảm giác đó đau lắm các mày ạ,5
"đang coi thấy nghi nghi , tắt vô xem bình luận , đoán ngay là sẽ giật mình , nên thôi không xem nữa haha , dễ gì bị dụ haha",2
ủa rồi mắc gì phí cả 1 đời 🙂,6
"ủa chứ bộ mày bán phá giá thì thị trường để yên cho mày à :v , mua tận gốc mà còn đòi giảm , ủa chứ giảm sao ? ủa chứ mày ngu mày bán đúng giá chứ mày đòi tao giảm tao phá sản nghỉ làm à :v",1
nhìn cái ngành giáo dục việt nam bây giờ ai cũng mệt mỏi,5
cưng tởm,1
mẹ đang buồn ỉa mà trên đường về gặp mớ gờ giảm tốc kia thì phọt bà ra quần 😨,3
người gì đâu mà đẹp trai hết sức !,2
khá trẩu =))),1
đéo hiểu sao mấy thằng khốn nạn thì lại nhiều đứa yêu . anh em ngoan hiền đâu điểm danh,1
"hết hôi nhưng cống vẫn xả xuống sông thì nó lại thành "" hòa vốn "" 🤔🤔",4
"lũ âm binh khí đụ này phải truy gấp , tao tính đi bơi mà bọn bây làm vậy mất mặt đàn ông chân chính bơi vì đam mê như tao quá 😡",1
2 câu giống nhau,4
chổ mình là miền núi nên là không nấu bằng rơm nhé,4
tao nghi chị xác chết với chị bác sĩ pháp y đó yêu nhau quá chúng mày :)),4
đau ruột với thằng số 9 🤣🤣🤣,2
đang đi ỉa tự nhiên xem phim này cái cười ỉa ra cứt luôn :)),2
cái máy không có lỗi lỗi ở mấy lão kỹ sư trắc địa,1
sau này nó lớn lên làm kinh doanh thứ gì đó thì lúc đó nó mới biết thế nào là quả báo,1
cưng quá hà,2
fan của nhà thờ đức bà paris vào cảm thông cái per,4
phim cực hay và cực cảm động lòng người,2
hàng nhà tao cắt tóc xong thì tao cười như con điên từ sáng đến tối =)))),2
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",3
hoan hô anh 😂😄,2
lấy ghế ra ngồi thật tuyệt,2
per phim nào cũ thì người cũng hay hêt ́ tao anh ơi,2
dù 22 tuổi nhưng bố giàu là được,4
"ước gì mày được quay về tuổi thơ , trước mày cũng có 1 b trai như vậy đó",5
làm kiểu không cần bẻ phê hơn =))),2
khó tính chảnh chó như mèo 🙄,1
chủ tịch giả vờ nấu kiểu này và cái kết cháy trụi làng,6
per nhớ thật sự,4
"đấy , nó đấy . con tim tao đau quá .",5
ngày xưa hồi còn học mẫu giáo mỗi lần đi qua là nó rượt tao chạy té khói dume còn thiếu nước chạy lại quỳ xuống van xin nó nữa thôi . đến giờ nó vẫn là nỗi ám ảnh với tao :)),3
chính xác là con gái xinh auto đáng yêu =)))),2
vớ vẩn thặc ! marketing cũng có dăm bảy loại và tùy lĩnh vực . dăm ba cái này đăng mà không đọc à,1
"kết nhất cái điệu "" xời quá là điều bình thường luôn """,2
chàng trai mạnh mẽ !,2
thấy hơi sợ sợ rồi đấy :(,3
như con đười ươi :)))))),2
per thần thái còn phải thua haha,2
chuẩn bị cho chim ăn cức,4
"có chỗ tự đào thải nhưng có chỗ có đào cũng không thải , vì "" cơ chế "" đồng tiền có lỗ xỏ . khó nói lắm",1
đang thất tình mà dume cứ bắt đi bán xoài @@,5
đm y chang mẹ tao chửi tao luôn :),6
trông ô uế vãi,1
đúng rất nguy hiểm ! đằng sau 1 thằng đàn ông đôi khi là cả một tủ váy,1
dm đang yên đang lành tự dưng bị nhét cẩu lương 😡😡,0
phản cảm,1
"ba mẹ mình nhớ tất cả ngày tháng năm sinh âm lịch , giờ sinh , tên tuổi ...... của 4 chị em .....",2
bị tát lần đầu có thể sẽ hơi sốc một chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂,2
ghê thật,1
không biết đến 2021 tao có lấy được chồng không nữa :((,5
"kỳ nghỉ hè muộn của anh mà , xõa hết đi anh .",2
nhỏ không học lớn lên làm nhà báo,4
2 - 3 tuần gì đấy . sao thế,4
per đu ̣ me ̣ như 1 tro ̀ đu ̀ anh =))))) đi gia ̉ mày tô ́ c co ̀ n nhiê ̀ u hơn khu nha ̀ ông,0
dở hơi,1
cũng chỉ là ít protein dạng sợi thôi béo tốt gì mà gìn giữ 66 năm 😑 xã hội giờ là vậy . khi bạn không có tài năng nhưng bạn muốn tạo sự quan tâm của xã hội thì phải ..... 🙃🙃🙃,1
"đó là những cô gái cần được bảo tồn , vì biết lo nghĩ đến thứ anh ta đang nghĩ",4
đó là mày chưa nhận ra việc mày yêu tiền như thế nào và muốn kiếm tiền nhiều bao nhiêu ?,4
tại thợ hàn bất cẩn chăng ...,4
đúng là không có nhân tính,1
"học xong cấp 3 , ngoài mừng vì được thoát khỏi đó thì không hề có lưu luyến 1 chút nào :))))))",2
hoá ra chúng ta không biết nhiều về tình yêu như ta vẫn nghĩ 😢,5
lòng đường không phải nhà cụ nên cụ sai nhé . vỉa hè to vậy rồi cụ còn muốn như thế nào,0
thiệt hả cái ???,6
per mi phải học con nay bán hàng lai chim mới chạy hàng này,2
"ước mơ của tao , thích vẽ lắm luôn , nhưng mỗi tội vẽ xong cho lên màu thì lại tệ 🙄",5
dăm ba cái trò nấu cơm này sao làm khó tao .,2
em chân thành nên em tổn thương,5
bộ phim này hay từng đoạt giải oscar có lẽ là bộ hay nhất của ấn độ,2
ủa ? chọn người nào cũng như nhau thôi . vì cả 2 người chắc đéo gì đã thích bạn đâu ? :)),4
đcm . mấy hôm này đi đâu cungz thấy chủ tịch . đéo ngán à ?,0
hồi đó cấp 2 mà bán đồ lời mấy chục là mừng quýnh lên rồi =))),2
và sau đó mẹ mày đánh thức mày dậy 😌,4
per đưa anh nè không cần năn nỉ . chỉ cần em cởi hết đồ ra thôi . đúng không,2
bà này hên vãi . bữa bên gò vấp cũng v . nhỏ kia nói chuyện rất đàng hoàng bà này thấy v làm tới mà lỗi sai rành rành . xui đâu có vài bà đi đường nghe không lọt tai hay sao vả cho mấy phát . hả dạ !,1
dm gớm chó thiệt chứ,1
nhớ lại thời đi học xa nhà . bếp dầu ... :(,5
trời ơi . giết hết lũ xúc sinh liên quan đi . lũ giết người hàng loạt . yêu cầu thủ tướng đứng ra chỉ đạo vụ việc này cho dân . diệt tận gốc nhổ tận rể lũ súc vật này .😡😡😡😡,0
sẽ gây sự chú ý . cố tình xuất hiện trước mặt nhưng giả vờ như không quan tâm 😚,4
nản kèo vãi,5
"vẫn là thụ động , làm sao phải chặn đứng hiện tượng rải đinh .",4
"per xuống cấp những vật liệu dễ bị cháy , chắc có thể do chập điện hoặc nguyên nhân gì đó khiến ngọn lửa bắt lên nhanh cộng với gió lớn .",4
để được maiz ngắm nhìn nụ cười đó nên quyết định chỉ crush mà thôi :3,2
thế là .... nổi tiếng sao ?,6
hình phạt đó quá nhẹ không có sức dặn đe kẻ khác,0
dume nghe kể mà đau cổ họng vãi :),3
khiếp ăn tạp chẳng chết,3
một cái tết nhiều tiền,2
phim này thật ra hay nhưng không có tính thực tế . không hay bằng truyện .,1
sao tao ghét mấy cái tiếng cười của bọn khựa vãi mà video lồn nào cũng nge,1
"giáo viên tiếng anh ở cấp thcs cực kì chán , phát âm sai bét , giao tiếp tiếng anh thì cứ ừ à .",4
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,1
dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa,0
cầu trời phật cho đại gia đình con sức khỏe !,2
do chính sách quản lý yếu kém mới ra vậy đó,1
con đáng yêu quá,2
hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy .,2
phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất,2
:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),4
trời . cưng chết được,2
