sentence,emotion
per dăm ba cái con nhện :))))),4
ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂,4
trong 1 năm đó bố mẹ ông cho ông 10 tỷ đố là tiêu vặt và 1 con lám bồ để đi giao hàng,4
k chăm được thì đừng nuôi nhìn tội quá ??,1
"có hôm nó lo đọc cho mình nên không chép kịp bài , cô giáo bắt phạt đánh đòn cả hai đứa . năm sau bạn í chuyển trường mất , nhớ bạn quá !",5
"đừng ám tao nữa , sợ lắm",3
tao gửi từ ngã tư đồng đội cơ mà đi xa vãi,4
"lạ kì thật , một kì thi quan trọng như vầy mà vẫ nhầm đề được .",1
định mệnh tao lại quên mang áo mưa,5
chia buồn cùng người dân và đất nước pháp,5
"per mày ơi trò này lợi hại nè áp dụng ngay :"")))",2
per :))) không bù cho nhũng người như cta,5
ôi gu mình !! mà phim lâu quá rùi giờ mà đóng lại bản khác thì không biết sao haaa,2
"giống hệt mình , nhưng bạn may mắn hơn vì bên này quyết trốn nợ tận cùng",5
"đéo mẹ bệnh viện chứ có phải chỗ gửi xe đâu , nó niêm yết rõ ràng như thế kêu ca cái gì",0
per ngày mai là ngày gì mà ra lắm phim vậy bạn ?,6
"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng dáng con , mong con vẫn sống ...",5
chất đó có làm mềm não không ?,4
em này có cạo lông không ta sao nhìn lông ngăn quá,4
"ngày nào cũng thấy tàu trật bánh , khá buồn",5
tao thấy nhảm quá,1
y tế 24tr tháng á ???? kinh vầy ???,6
"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm",1
per em đã tìm ra giải pháp thiết kế rồi nhé :))),2
sad cực mạnh,5
per may cho bạn 😄😄😄,2
đợi đến ngày họp lớp đi 😪,5
tao thích con trai đầu tóc gọn gàng vãi_chưởng 🙃,2
"hành động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn :)) 0",2
chỉ ước về sau mình được vay,2
"bạn bè nói chuyện cũng chụp post facebook , vui không ?",1
per mệt quá mấy con ơi,5
nói tóm lại là nó thích đỗ đâu thì nó đỗ mình thích thì mình gọi công an . chứ mình không có quyền,4
"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑",5
tôi muốn có một mối tình bình dị .,4
hú hồn chim én :)),3
phải có bao nhiêu tình cảm mới có thể viết ra được những dòng này ...,5
"bờ biển thì rộng , có những chỗ mày viết có thể rất lâu sau mới bị lấp đi tại sao chọn chỗ khó khăn nhất vậy . thảo nào đéo bao giờ có người yêu :))",1
mệt mõi 😥,5
đã thử và rất thích thú 😆.,2
"ủa bất ngờ đây , thanh niên nào đây =))))",6
con này chăm sóc n là n bao đẹp ><,2
"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn .",0
"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười biếng thui 🙃🙃",1
móng tay và tóc theo thời gian thì mọc càng dài tại sao chỉ có con chim là nó không mọc dài hơn nữa ta,5
tuyệt thật,2
năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️,5
bé tí mà đã có múi rồi :))),2
giờ nín ngay không ? việc gì phải khóc,4
"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề",2
chuẩn không can chinh,2
liên quan đéo gì . trung thu tết đoàn viên gia đình chứ đoàn viên người yêu đéo đâu .,0
cái đồng hồ mọi người cho em hỏi giá bao nhiêu ạ,4
cụ í đỗ sai thì mợ cứ báo chính quyền thôi,4
tao chưa nghe nói kính thuỷ lực bai giờ .,4
"khiển trách là bị mắng rồi má , lại còn bắt chép phạt ác thật",1
dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃,2
cưng gì đâu,2
2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì,1
per kkkk,2
tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(,5
thính thơm không,4
ôi không đừng vậy mà :((,5
"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???",0
nghe anh ấy nới chuyện rất thuyết phục,2
khi nào tao nhìn con xò lông bánh bèo mà tao không mắc ói . thì khi đó tao lấy,4
có thể là nó yêu mày :)),4
per ối bạn ơi quà sinh nhật mình đây rồiiiii,2
ai cho mình xin page của con này với thích xem nó live stream bán đồ gê,2
cho nó đi trồng lại 10 ha và chăm sóc cho tới khi cây lớn bằng núc chúng nó bơm chết,4
toàn bọn óc chó . không có lương tâm . sao chúng nó lại làm như vậy không nghĩ hậu quả sau này sao .,1
"bảo không ly hôn cơ mà 😑, dma chơi nhau à",0
cần phải tỉnh táo,4
per thật sự là có cách nào dắt bé đi theo được không ? 😭,4
"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui 🙂",2
phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem,2
thôi thì đi xem avenger lần 3 để tránh nóng nốt chiều nay không mai mưa rồi hehee,2
cho xin tí muối ạ,4
sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết,3
đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,2
nằm đó mà mơ 🙂,1
duyên quá nói chuyện hay,2
"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ bẩn cho cá nhân mình",1
gắt quá nha 😂,1
đừng trách anh vô tình vì em đã vô tâm,4
"wow , đẹp dữ vậy à hehe",6
"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ 😂😂😂 tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật 😁",2
"thôi , không tranh cãi , không lại các bác . nói chung không cấm thì đỗ , còn đỗ để làm gì thì do ý thức mỗi người",4
khóc vãi 😭,5
"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung nguyên thiền định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp quản được rồi qua ơi .",1
cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời,1
và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần,2
lại là bà hàng xóm 😒,1
bọn óc vật 🙂 đụng vào con cháu nhà tao thử,0
hay . đỡ mệt,2
"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol",1
per nhìn quen quen mày ơi,6
mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu,1
gv có tâm vãi 😂,2
cầu mong chú có cuộc sống tốt hơn ❤,2
"bạn bè thì nó hỏi han , hay nhắn tin thôi .. hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",4
khớp vãi =))))))) mặt con bé,2
mạng nhện chắc đóng kín rồi nhỉ,4
tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa :))),3
ngày ấy cũng từng như vậy ☺️,2
"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào .",2
quả mặt dễ thương dữ vậy,6
"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂😂",4
cưng xĩu 😊😊,2
người ngoài hành tinh nói tiếng anh ????? nà ní ?????,6
"nghĩ đến cảnh mặc áo là cảm thấy mất cả tuổi thanh xuân , chưa kể là lúc ngứa thì gãi kiểu gì 😂😂",2
cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá . nhìn thèm ứ chịu được 😔😔😔,5
xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy,2
nó giống tao ghê . gặp tao tao cũng chọn mày,2
hiện tại cảm thấy hạnh phúc khi môi trường làm việc toàn người lầy ....,2
đúng là mỹ nhanh gọn dứt khoát,2
khúc cuối cười lộn ruột,2
mặt con mèo giải trí dữ 😬,2
tại con này xấu quá không nhận diện được khuôn mặt,1
"đã ra tù nhưng chắc nhớ tù quá , muốn quay lại trại nên mặc quả đồ này :vậy",1
anh có tin em giận lại anh không ?,2
ác đến vậy là cùng,1
khi cô đơn lòng em nhớ ai :((,5
"nếu chiếc xe đỗ giữa cửa nhà tôi như trong hình của thớt tôi hoàn toàn không có cảm giác gì , kể cả ngày nào cũng vậy luôn .",4
"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁",3
"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí chất =)))",5
xem xong tao đã khóc rất nhiều,5
ha ha ❤️ chất lắm,2
bộ này hoàn hảo quá,6
đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy,2
lại ngáo đá rồi,1
tao thì nói xong lại thấy người ta không hứng thú thì lại lượn,5
để có được cái nắm tay tuổi già là bao giông bão của tuổi trẻ . mấy ai qua được bão giông ?,2
quan trọng là có per luôn tạo độ khó game cho tôi :))) và không thể thiếu sự trợ giúp của các anh em trong team 😂,2
điều tồi tệ là học nửa vời chã ra làm sao,5
chỉ có màn hình là xấu thui,4
cùng câu hỏi .. vụ thang máy thì sao nhỉ,4
"mỗi ngày đi làm về , tôi không vội vào thang ngay mà thường ngồi sảnh tầm 20p chỉ để ngắm gái xinh cùng tòa 😆.",2
đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew,2
per sau hôm sinh nhật là có cái này . ngon vãi,2
per kinh dị thấy mệ luôn nè,3
tuy hơi fail 1 chút nhưng rất có năng khiếu lớn lên không chừng làm ca sĩ ấy chứ đừng đùa,4
đúng là tấm gương xáng để con cháu noi theo =)))))),2
khi đã đổ vỡ hàn gắn lại chắc gì đã được như lúc đầu :'<,3
"tào lao , bịa đặt",1
"chia sẻ cho anh em , haha",2
cách này nhiều người áp dụng quá rồi :))),2
tưởng bú được vài cái thích của tụi dân trí thấp thì mình khôn ?,1
doume khó vậy mà cũng nghĩ ra được 🤣,6
sao ảnh này nhìn con rắn đáng yêuc vãi :))),2
sau mưa ra đường sợ nhất gặp giun,3
per đứa nào nghĩ ra được cái qcao hay vãi ...,2
bạn trai thì chưa . nhưng mỗi lần thằng bạn nó cắt tóc cạo râu thì auto nhìn đẹp trai,2
í thức mấy đứa đi xem như lol .,1
đã từng . và bị phũ như 1 con chó 🐶😂😂😂😂,5
thiểu năng đội cái nón không nổi thì sao đủ năng lực chạy xe . nhìn là thấy hãm .,1
anh lấy đi niềm tin trả lại cho em những gì,5
thông minh lắm,2
thêm cái trang này ăn cắp ý tưởng của tôi,0
đề nghị các bạn giữ trật tự trong rạp phim !!!!!!,4
cam mà vắt thế chỉ có đắng nhé thôi đồ ngu,1
"t sẽ tự an ủi tất cả chỉ là diễn thôi , diễn thôi , đéo thể tin được đâu 😏",1
ngu hết phần thiên hạ,1
tin tao đi tiền là thứ duy nhất làm động lực để mày vui :)) tao chia tay xong . cắm mặt vào làm để mua sắm và du lịch :)),4
tao thấy con mèo xinh hơn,2
cho nó cắn phát xem có thành spider man không 😂,2
bếp ga hj hj 🤣🤣🤣🤣🤣🤣,2
"từ hành động và lời nói của tụi nhỏ này không biết nên trách ai bây giờ ,, thối nát một thế hệ",1
sớm bình phục nhé,4
căn bản là họ không đáng cho mình trân trọng thôi . per,1
giống thằng này vãi :))),2
"năm nào cả sinh nhật âm hay dương mẹ cũng gọi điện cho mình , bà ngoại trên 80 , bác ruột mình đều nhớ hết 😂😂😂",2
quan trọng nhất vẫn là tấm lòng 🙂,4
cái mặt hoang mang thấy thương 😆❤️,2
nhìn ức chế vãi,0
coi mà cái tay nó rung trái tim nó đập sợ cái thằng đó té sấp mặt luôn thì không bình thường họa mi còn hót được không :)))),3
nhìn kinh vãi,1
hỡi thế gian tình ái là chi mà đôi lứa nguyện thề sống chết ? 😁😁,4
per bất nghờ bốc cháy,4
"đọc bình luận mới công nhận "" mấy đứa nói đạo lý sống như lol "". đây là câu chuyện vui bạn bè trêu nhau thôi không đến lượt mấy người dạy bé cách cư xử như thế nào đâu . có người con như thế nào bố sẽ rất tự hào đấy",1
chuẩn kkk 😁,2
😂😂😂 nhìn và đợi chúng nó chia tay,4
làm mấy chuyện dở người để được nó chú ý,4
không mưa thì kêu trời mưa thì cũng kêu trời,1
họ có thể không giàu có về vật chất nhưng hạnh phúc của họ giàu hơn rất nhìu người ❤,4
"người ta ăn hàng tỉ lại phát 5 tr , còn gì là pháp luật nữa",1
à còn có thể loại con trai cắt tóc xong rồi tự soi gương xong khen mình đẹp trai mới vãi,1
"per đi làm với c mình vui hết xẩy , trừ những lúc khó tính :))",2
phải tôi đỗ lên vỉa hè giáp cửa nhà bạn bán hàng luôn . vỉa hè rộng thế kia cơ mà .??????????,4
cảm thấy sợ mấy thứ suy nghĩ cổ hủ của người lớn :(,5
bò ra mà cười :)),2
per xem cái này đỡ chán đi ông,4
em buông tay anh nhé .... quá khứ ấy anh hãy xoá hết đi .......,5
thông minh vãi,2
gửi đứa nào chưa có người yêu,4
mày lười vãi lol,1
đi xem 1 mình có sợ ma không 🤔,4
chả thấy nói nó cho admin bao nhiêu xiền để pr nhỉ,4
tôi đã xem đi xem lại 3 lần và xem lại lần hai mới hiểu hết nội dung và thấy hay hơn khi xem lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !,2
"anh biết em có nhiều chuyện , nhưng việc trước mắt là em nộp phạt đã , nếu không xe em sẽ bị thu vào đồn",4
thế hóa ra nguy cơ trầm cảm của tao cao lắm,5
mày giận lại tao hả tốt quá bố mày được đi chơi game rồi . tối về dỗ nó sau . chờ mãi câu giận của mày :)),2
đừng đùa với người nước ngoài nhé,4
làm giáo sư mấy chục năm mà cuốn giáo trình chưa thuộc hết nữa à,1
anh lỡ mất em rồi huhu,5
nhớ lại ngày xưa,4
bình tĩnh vãi_chưởng =)),2
đai giảm tốc độ kiểu ấy mà gặp mấy bà đang đau đẻ là xác định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh viện 😂😂😂,1
thạ timmmmm đùa tao yêu mặt nó lúc ôm đầu vlllll xinh quá con ưiiiiiiii,2
đứa nào tin là đơn giản thế ra đây tao tát cho vài cái cho tỉnh :),0
mẹ . trung thu là tết thiếu nhi . có phải mùa động dục đâu mà phải có người yêu nhỉ . vớ va vớ vẩn 😒,0
nhiều khi cũng muốn người yêu chọc để dỗi phát cho bằng người ta . mà nhận ra mình làm gì có người yêu 😌,5
lâu lâu mới có dịp ăn bánh trung thu mà gặp bán hàng halo thế này thì cho ế mẹ luôn không mua bán gì hết . xem ai bất hạnh hơn ?,0
ngáo như con cáo rồi ????,4
khác đéo gì . về thái độ lồi lõm nhìn muốn sút cho phát 🤬🤬,0
mấy con gà bị lừa mà đéo biết .,4
móng dài thế lúc đi ỉa xong làm sao xịt nước . xịt nước 1 tay còn tay kia phải rửa đít mới sạch được chứ . khả năng cao ông này dùng giấy chứ không dùng vòi xịt,1
chút mua ... hehe,2
tạm biệt ánh sáng của đời tao,5
cái tháng học sấp mặt luôn,5
làm ở đâu không quan trọng . quan trọng là có chị em tốt để tạo nghiệp :)))),2
giống chó này hình như không có lông ạ ?? chó nhà em lông rụng đầy nhà .. huhu,5
tôi từng được sống . nhưng đấy là truyện của năm ngoái rồi,5
một lũ ngu,1
dễ thươnggg,2
"vãi cả phí , có ... 81 tỷ hoy 😓",5
ra tới cổng tao nói ha xấu cái chắc tao cười ỉa,1
nếu địa phương không xây cầu thì người dân cũng có thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác định nát người .,3
cứ chiếu mấy bộ phim thế này bảo sao tụi nhỏ không chịu học,1
giận làm gì cho mệt 🙄 đằng nào mày cũnh phải xin lỗi tao mà,4
móng của bố tao . hồi trước và bây giờ đã cắt vì lý do . sức khoẻ .,5
uầy các cụ ngày xưa đẹp trai xinh gái thế,6
nín đi . sang ngủ với mẹ đi đêm nay anh chông chị cho =))),2
"không nghe lời cha mẹ , không ăn học , giờ đi hốt rác . không có giá trị trong xã hội , bày đặt chữi ai .",1
mày không phải nhảy vào mồm tao như thế . nhảy vào là tao cạp cạp cạp ...,0
mình thiì chưa năm nào được trọn vẹn,5
loại mất dậy,0
hỏi thế gian tình ái là chi =)))),4
quả mắt nhìn sợ vãi,3
vặt đôi gương cảnh cáo :)),0
per chúng ta vẩn xài . kk,2
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm li đặc biệt . dm,4
cảm xúc đéo gì khi mà họp lớp đéo đi,1
vừa xử lí vừa thải nước bẩn ra liên tục thì coi như bó tay,1
moá cưng quá ??,2
má con đàn bà thối mồm gặp thằng say hèm,1
đó là dấu hiện của sự trưởng thành =))))))))),2
cứ mỗi lần có phim hay là xách nhau đi 🤣,2
vãi đông như này á 😢,6
cười muốn tắt thở 😂😂😂,2
ừ thế là kể từ đấy về sau đứa con trai nào cũng trở thành huynh đệ với nó hết,4
per không lẽ sau này kím bạn trai không tập gym 😖,5
per huhuu không biết lúc đấy thực tập chưa :(((,5
chất quá .. haha,2
"per cái thứ yêu nghiệt này cứ thấy tao như thấy crush , cứ gặp tao là đuổi :)",1
"ốm cũng được , chỉ cần mát thôi 😌",4
cái vị mà ai cũg muốn thử và mỗi người thử lại cảm nhận được một vị riêng,4
per mày ăn ở kiểu gì mà ra được cái này luôn thế,6
chứ còn con mẹ gì nữa 😔,1
"per 2ce thì có thể làm được , ly mà làm như vầy thì 🤣",4
- chủ tịch giả nghèo bán vé số và cái kết -> đừng bao giờ xem thường người khác,1
phải giết ngay không nó lại đẻ trứng,4
yêu chết dược 😍😍😍,2
"thằng bạn ngồi kế bên lớp 2 nhà bán vàng mà nó học dốt , thế là làm bình thường về nhà cho nó , 1 bài 2k , mồi ngày kiếm 8 - 10k 🤑",2
để tao nấu thì quên luôn . xác định tối đó đói :((,5
ngưỡn mộ chi lâu lắm oy . mà giờ biết thêm nhiều về chj nữa nên càng yêuc chj nhiều hơn 😍😍😍,2
haha cứ lên xuống thấp thỏm kìa ..,2
còn nhiều người chưa có người yêu lắm :),4
các bạn trẻ ! người lớn có thể nghe thấy tiếng chó kêu mà không hành động gì để cứu vớt . các em thật đáng khen . cần những bạn trẻ nhân ái như các bạn .,2
cuối cùng per cũng thành công rồi nha per nha,2
🤣 lau mặt bằng quần chíp của vợ à ?,2
đồng nghiệp của tôi là ai 😑,1
con chó có đuôi . con người có ý thức . đm mấy thằng lol này ý thức đéo bằng con ruồi .,1
"khi xưa bị rượt 1 lần mà nhớ đời , còn mổ tao nữa chứ 😨😨😨",3
việc mày giận lại không còn quan trọng khi mày đéo còn là món mà nó hứng thú nữa 🙂,1
gì mà ghê vậy 😑 sởn gai ốc,3
ngầu lắm bạn ạ ^^,2
thực ra chỉ cần nhập đúng input là được thôi mà :d,2
dăm ba chuyện hẹn hò có gì hay ho 😌 nhưng mà thi thoảng có dăm ba cái chuyện này cũng hay 🙂 tóm lại xem để giải trí đỡ buồn cũng tốt 🙂,2
t tưởng nó nói tiếng việt chứ,4
má đáng yêuc quá dạyyyy ??,2
per đẳng cấp nào rồi em,4
"sao mày không như crush của tao , thuỷ triều lên cũng đéo sợ nhé 😆",2
khổ thân vãi :)) xong bà lườm luôn :)),5
học sinh cứ làm mấy việc tốt như thế này có phải các phụ huynh yên tâm không . 😍😍,4
dù trời có sập cũng phải ăn đã nhé :))) anh có gấp lắm cũng phải chờ em nhé 🤣🤣🤣,2
cưng thiệt chớ ????,2
"màu này lạ quá , kết hợp hài hòa đẹp quá",4
"dùng iq xíu đi mấy má , người ta đang mô tả tình yêu của người ta",4
đây là hình ảnh của boss trước khi có vợ và sau khi có vợ là một tr một vực,4
ý thức người khác không tốt thì cũng chẳng bao biện được hành xử của bạn không tốt . nghe từ đầu đến cuối là tiếng la hét chửi rủa -.-,1
"thật là romantic , mà mà mà ... sao nghĩ tới cảnh động phòng hoa chúc tao thấy nhột nhột lỗ đít 😧😧",3
"per đi coi phim coi , hẹn quài luôn á",0
bố là số 1 vĩ đại hơn những gì con cần,2
tưởng thế mà ngầu,1
hôm nay anh xin lỗi em về những việc anh đã làm hôm nay .. anh không thể kiểm soát não anh được nữa rồi 🤫,5
thế này mà gặp per thì phải chạy phọt dắm ra quần per nhỉ,2
sao nỡ lòng nào khiển trách bác ấy . còn họp kiểm điểm nữa . tội quá .,5
khổ nhân viên,5
mới ho mà đã như thế nào thì lấy chồng chắc sống trong bệnh viện cả đời mất thôi,3
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤😤,0
thế mà cũng bắt được siêu vãi,6
per ê xem đi phim này lâu rồi nhưng mà hay lắm,2
còn tao thì còn không có nổi 1 người tỏ ra thân thiết quan tâm cơ . _ .,5
có gặp cũng đéo dám ngẩng đầu lên nhìn,5
"công nhận lãng mạn thật , nhưng tao đang tưởng tượng cái cảnh động phòng , eo ơi ......",3
ông định làm gì anh vợ tôi ?,4
có đủ mọi gia vị :< em thấy vị đắng của sự chua sót quá nhiều :),5
thằng chó chết mày quá dã ư,0
có duyên nhưng không có phận ... người ở lại vẫn luôn là người đau nhất !,5
per hôm nay c cũng bị giống thằng này này,4
mua thêm vài trăm con cá xấu thả chắc vui hơn,2
:( cầu chúa ơn nhiều ban bình an cho những người kém may mắn như vậy,5
đéo hề dễ thương khi nó cười với đứa khác :)),1
dài quá vướn víu,4
nhiều lúc sợ bị pê đi,3
"trượt rồi , còn đâu mà rủ 😞",5
hình như đây là 3 đứa ranh con củ lồn đó ((:,1
"kiến đỏ thì được , nhưng đây thì lại mấy con kiến hay bò qua cứt .... mấy ổng ăn ngon vãi 😐",1
azz :3 mặt cưng xĩu,2
"lâu lắm đéo được gặp nhện trong wc , quên mất cảm giác nhịn ỉa như nào rồi 😂",3
cái thứ bán hàng đéo có tâm . rồi mày sẽ ế bánh cho mà xem,0
ko biết đúng sai như thế nào giờ báo đài ai cũng bênh ông vũ tự nhiên cảm thấy táo xàm vì tiền bất chấp .,1
gặp tao cũng thế :))),2
"cái quá phơi lúa xong mưa , tao đang cười vì bà béo thì phải ngậm mồm .",2
chụp xong về chia tay ráng chịu :))),1
"per huyền thoại , kkkk",2
3 chàng ngốc . top 1imdb phim đáng xem nhất mọi thời đại,2
giống con nít quá ba :))),1
đúng là thằng admin khùng,1
"ngày xưa toàn bị mẹ đánh bằng dây điện , vụt phát nào ứa máu phát đấy . giờ nghĩ lại tự nhiên lại thấy hay , vì ngày xưa mẹ nghiêm khắc như thế giờ mình mới ngoan 🙂",2
thằng dăm này phải cho vào tù nó mới biết thế nào là dâm rê,0
per cú này hoành tráng hơn bệnh nhân của anh luôn nè,6
cái này đẹp tía,6
nào tao cũng phải thử =)))),2
ngu thì chết . chẳng biết nó nghĩ sao mà lao vô cướp ngân hàng ... có thằng nào thoát bao giờ đâu . không biết nó có hiểu không 😅😅😅,1
này 2 đứa . đã chia tay chưa . chia tay rồi có xem lại video này không .,4
cho hết vào trường giáo dưỡng,4
cao su không thu mà đồi cao su đắt vậy,4
per gặp thần tượng mỗi ngày kkk,2
lâu lắm không nghe bài này .. có bà bạn bình luận dạo mới nghe lại ??,4
con mèo mặt lol dám đập con thỏ của tao sao 😡😡😡. dkm mày,0
sau nay em cung uoc duoc nhu vay ❤,2
ngộ nghĩnh nhỉ ! lạ lờ nhỉ !,2
một năm đầy biến động và thăng trầm của nước pháp ☹️,5
"dm gì cũng bắt phải làm , phí thu vãi thì chả top1 :))) nhân với chả viên",1
per :)) hiểu được nỗi lòng anh chưa ! mốt đừng giận anh nhiều nữa nha,2
việt nam có hệ thống bật tường sắt như nước ngoài luôn à :v,6
nhìn mặt con mèo là thấy ghét rồi,1
phận làm con trai haizz,5
chơi ngu vừa thôi mày,1
thiết kế vậy tiện . nào hư của xe thì lấy của quạt gắn vào đỡ mất tiền thay,4
biết bao khó khăn mới được vậy,4
3 giờ sáng nằm xem xong khóc miên man 😢😢,5
em mình là con trai viết đẹp y chang thế này nhé,2
hóa chó nhiều quá thì cũng có lúc phải hóa thành người chứ =)))),4
dm con già mà hành xử trâu chó . đời nó sẽ gặp báo ứng,0
per má có điểm cho sướng vãi,2
cảm ơn những người thả 😡 nên mình biết là đéo hay nên mình đéo xem . may vãi,2
đề này cũng bình thường mà đâu có khó,4
mắc dại thiệt chứ,1
kém sang,1
thanh xuân là để bỏ lỡ 😔,5
tẩy được bao nhiêu mà hô hào gớm thế,4
công khai biết sai sao vẫn làm .,4
năm ngoái nhìn rồi năm nay ở nhà xem lại phim ác quỷ valak the nun .😄😄,2
đẹp trai v :((((,2
"chủ quá vô tâm ?? thà đừng có nuôi , nhà tôi nuôi chó cỏ thôi nhưng vẫn tim thuốc định kì đấy ??",1
do kiếp trước mày nghiệp nhiều quá lên giờ phải trả thôi,1
có tâm mới có tầm haha,2
lấy tiền tỷ mat phạt có 5tr thôi á ?,6
per nghe lại buồn vãi,5
năm nay chạnh lòng quá . haizz,5
"mình theo dõi mấy nick quân nhân , tập trận , pccc ... hay vãi luôn á .",2
ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng :))),3
"thao trường đổ mồ hôi để chiến trường đỡ đổ máu , ý thức từ bé đi 🙂",4
"và mấy mẹ thấy mỗi cái chi tiết : ông vũ khuyên bà thảo lui về sau . chăm lo cho gia đình .,,, là gào mồm lên , kêu đàn ông gia trưởng này nọ , vũ phu , bảo thủ nọ kia .... đúng là toàn mấy con bò ... chả ai hiểu bà thảo bằng ông vũ cả đâu , người ta khuyên vợ lui về vì thừa biết tính vợ , tầm nhìn của vợ đến đâu . còn thực vợ giỏi , có tầm thì chả thằng nào không muốn sát cánh , đồng lòng với người chăn gối , tay ấp cùng mình cả . vấn đề là cái tầm của bà thảo để mà đưa tn đi lên chỉ có vậy , vì đó là tâm trí của một con buôn .",1
"ba cái đồ yêu , 1 ngày 2 lần nấu đây , ngon bá cháy bọ chét nhé , thơm mùi khói nữa …",2
nó sẵn sàng kiếm cớ bỏ người đang quen để theo người có tiền nhiều hơn,1
tại ông bố bảo thủ hết,4
"trung thi thì liên quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!",0
:))) đồng nghiệp đáng yêu,2
chuẩn không cần chỉnh chỉ cần sửa thôi ...,2
chuẩn lun,2
dume hẩy kiểu đó làm sao mấy bà kia ăn dô nữa 🙂,1
crush của tao cười hơi bị xinh :3 xinh + cười = đỗ mãi • 3 •,2
"trông mấy anh bên người ta vẫn men nhỉ , bên mình bạn nam dưới nhìn hơi íu đúi .",1
woa ... dài dữ ..😃😃,6
đừng ai lấy cả hộp kẹp của anh ý nhé :(((,3
lại mất tiền ngu,5
có người còn thả haha não gì ấy nhỉ . gạch đá xin nhận,4
sau vụ 200k thì vụ 5tr này có nội dung hài hước y hịt :)))),2
sang năm khênh hẳn giường ra nằm xem cho đỡ mỏi lưng,4
má chắc gặp tao chạy mất giày,3
thế chân ngắn như tao thì phải làm sao với cái cầu,5
phim rất ư là hay lun quả xứng đáng là đạo diễn phim việt nam tài ba,2
